depth,taxon,count,count_sum,rel_abund
36.75,Diatoma tenuis,0,400,0
36.75,Pseudostaurosira brevistriata,4,400,1
36.75,Nitzschia palea,0,400,0
36.75,Pinnularia borealis,7,400,1.7500000000000002
36.75,Achnanthidium lineare,4,400,1
36.75,Achnanthidium minutissimum,13,400,3.25
36.75,Achnanthidium petersenii,19,400,4.75
36.75,Brachysira serians,1,400,0.25
36.75,Cocconeis placentula,11,400,2.75
36.75,Encyonema neogracile,1,400,0.25
36.75,Fragilaria exigua,0,400,0
36.75,Fragilaria radians,0,400,0
36.75,Hippodonta hungarica,4,400,1
36.75,Nitzschia hantzschiana,0,400,0
36.75,Platessa oblongella,19,400,4.75
36.75,Stauroforma exiguiformis,113,400,28.249999999999996
36.75,Staurosira venter,0,400,0
36.75,Diatoma sp.,0,400,0
37.25,Nitzschia tubicola,0,400,0
37.25,Cocconeis scutellum,1,400,0.25
37.25,Navicula hanseatica,1,400,0.25
37.25,Navicula meniscus,3,400,0.75
37.25,Navicula peregrina,13,400,3.25
37.25,Pinnunavis elegans,3,400,0.75
37.25,Diploneeis smithii,0,400,0
37.25,Navicula gregaria,1,400,0.25
37.25,Planothidium delicathulum,3,400,0.75
37.25,Stephanocyclus meneghinianus,9,400,2.25
37.25,Ctenophora pulchella,9,400,2.25
37.25,Diatoma moniloformis,1,400,0.25
37.25,Navicula radiosa,0,400,0
37.25,Nitzschia incospicua,2,400,0.5
37.25,Pseudostaurosira elliptica,99,400,24.75
37.25,Diatoma tenuis,0,400,0
37.25,Pseudostaurosira brevistriata,17,400,4.25
37.25,Nitzschia palea,0,400,0
37.25,Pinnularia borealis,9,400,2.25
37.25,Achnanthidium lineare,2,400,0.5
37.25,Achnanthidium minutissimum,21,400,5.25
37.25,Achnanthidium petersenii,15,400,3.75
37.25,Brachysira serians,2,400,0.5
37.25,Cocconeis placentula,28,400,7.000000000000001
37.25,Encyonema neogracile,0,400,0
37.25,Fragilaria exigua,0,400,0
37.25,Fragilaria radians,0,400,0
37.25,Hippodonta hungarica,0,400,0
37.25,Nitzschia hantzschiana,0,400,0
37.25,Platessa oblongella,19,400,4.75
37.25,Stauroforma exiguiformis,119,400,29.75
37.25,Staurosira venter,0,400,0
37.25,Diatoma sp.,0,400,0
37.75,Nitzschia tubicola,0,400,0
37.75,Cocconeis scutellum,3,400,0.75
37.75,Navicula hanseatica,4,400,1
37.75,Navicula meniscus,6,400,1.5
37.75,Navicula peregrina,10,400,2.5
37.75,Pinnunavis elegans,1,400,0.25
37.75,Diploneeis smithii,0,400,0
37.75,Navicula gregaria,1,400,0.25
37.75,Planothidium delicathulum,0,400,0
37.75,Stephanocyclus meneghinianus,3,400,0.75
37.75,Ctenophora pulchella,8,400,2
37.75,Diatoma moniloformis,0,400,0
37.75,Navicula radiosa,0,400,0
37.75,Nitzschia incospicua,0,400,0
37.75,Pseudostaurosira elliptica,117,400,29.25
37.75,Diatoma tenuis,0,400,0
37.75,Pseudostaurosira brevistriata,12,400,3
37.75,Nitzschia palea,0,400,0
37.75,Pinnularia borealis,7,400,1.7500000000000002
37.75,Achnanthidium lineare,3,400,0.75
37.75,Achnanthidium minutissimum,31,400,7.75
37.75,Achnanthidium petersenii,10,400,2.5
37.75,Brachysira serians,5,400,1.25
37.75,Cocconeis placentula,21,400,5.25
37.75,Encyonema neogracile,0,400,0
37.75,Fragilaria exigua,0,400,0
37.75,Fragilaria radians,0,400,0
37.75,Hippodonta hungarica,6,400,1.5
37.75,Nitzschia hantzschiana,0,400,0
37.75,Platessa oblongella,6,400,1.5
37.75,Stauroforma exiguiformis,116,400,28.999999999999996
37.75,Staurosira venter,0,400,0
37.75,Diatoma sp.,0,400,0
38.25,Nitzschia tubicola,0,400,0
38.25,Cocconeis scutellum,4,400,1
38.25,Navicula hanseatica,7,400,1.7500000000000002
38.25,Navicula meniscus,9,400,2.25
38.25,Navicula peregrina,28,400,7.000000000000001
38.25,Pinnunavis elegans,8,400,2
38.25,Diploneeis smithii,0,400,0
38.25,Navicula gregaria,1,400,0.25
38.25,Planothidium delicathulum,4,400,1
38.25,Stephanocyclus meneghinianus,10,400,2.5
38.25,Ctenophora pulchella,15,400,3.75
38.25,Diatoma moniloformis,0,400,0
38.25,Navicula radiosa,3,400,0.75
38.25,Nitzschia incospicua,0,400,0
38.25,Pseudostaurosira elliptica,69,400,17.25
38.25,Diatoma tenuis,0,400,0
38.25,Pseudostaurosira brevistriata,7,400,1.7500000000000002
38.25,Nitzschia palea,0,400,0
38.25,Pinnularia borealis,7,400,1.7500000000000002
38.25,Achnanthidium lineare,0,400,0
38.25,Achnanthidium minutissimum,7,400,1.7500000000000002
38.25,Achnanthidium petersenii,1,400,0.25
38.25,Brachysira serians,0,400,0
38.25,Cocconeis placentula,21,400,5.25
38.25,Encyonema neogracile,1,400,0.25
38.25,Fragilaria exigua,0,400,0
38.25,Fragilaria radians,0,400,0
38.25,Hippodonta hungarica,9,400,2.25
38.25,Nitzschia hantzschiana,0,400,0
38.25,Platessa oblongella,2,400,0.5
38.25,Stauroforma exiguiformis,134,400,33.5
38.25,Staurosira venter,4,400,1
38.25,Diatoma sp.,0,400,0
